Facility Name,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
CANONSBURG GENERAL HOSPITAL,PA,READM-30-PN-HRRP,,0.9964,16.4972,16.5575,Too Few to Report,07/01/2020,06/30/2023
CANONSBURG GENERAL HOSPITAL,PA,READM-30-COPD-HRRP,,1.0001,19.2178,19.2168,Too Few to Report,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - EASTON CAMPUS,PA,READM-30-PN-HRRP,,0.9795,14.4185,14.7197,Too Few to Report,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - EASTON CAMPUS,PA,READM-30-COPD-HRRP,,1.0746,14.391,13.3914,Too Few to Report,07/01/2020,06/30/2023
ACMH HOSPITAL,PA,READM-30-PN-HRRP,70.0,1.0699,16.3494,15.2809,16,07/01/2020,06/30/2023
ACMH HOSPITAL,PA,READM-30-COPD-HRRP,,1.0284,16.1589,15.7131,Too Few to Report,07/01/2020,06/30/2023
UPMC PRESBYTERIAN SHADYSIDE,PA,READM-30-PN-HRRP,388.0,1.0395,19.3961,18.6594,78,07/01/2020,06/30/2023
UPMC PRESBYTERIAN SHADYSIDE,PA,READM-30-COPD-HRRP,102.0,1.0233,19.1787,18.7414,21,07/01/2020,06/30/2023
INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,PA,READM-30-PN-HRRP,155.0,0.9293,15.4309,16.6049,19,07/01/2020,06/30/2023
INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,PA,READM-30-COPD-HRRP,68.0,1.0379,18.7556,18.0708,15,07/01/2020,06/30/2023
INDIANA REGIONAL MEDICAL CENTER,PA,READM-30-PN-HRRP,101.0,1.0052,15.4932,15.4125,16,07/01/2020,06/30/2023
INDIANA REGIONAL MEDICAL CENTER,PA,READM-30-COPD-HRRP,,0.9775,14.3787,14.709,Too Few to Report,07/01/2020,06/30/2023
THOMAS JEFFERSON UNIVERSITY HOSPITAL,PA,READM-30-PN-HRRP,303.0,0.933,16.7577,17.9605,46,07/01/2020,06/30/2023
THOMAS JEFFERSON UNIVERSITY HOSPITAL,PA,READM-30-COPD-HRRP,175.0,1.0576,21.3642,20.2002,41,07/01/2020,06/30/2023
UPMC HORIZON,PA,READM-30-PN-HRRP,114.0,1.0061,17.1764,17.0724,20,07/01/2020,06/30/2023
UPMC HORIZON,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
CHESTER COUNTY HOSPITAL,PA,READM-30-PN-HRRP,530.0,0.9142,13.7598,15.0519,67,07/01/2020,06/30/2023
CHESTER COUNTY HOSPITAL,PA,READM-30-COPD-HRRP,286.0,1.0167,19.5633,19.2427,57,07/01/2020,06/30/2023
CROZER CHESTER MEDICAL CENTER,PA,READM-30-PN-HRRP,348.0,0.9695,16.415,16.9315,55,07/01/2020,06/30/2023
CROZER CHESTER MEDICAL CENTER,PA,READM-30-COPD-HRRP,158.0,0.966,18.4512,19.1008,27,07/01/2020,06/30/2023
ST LUKE'S MINERS MEMORIAL HOSPITAL,PA,READM-30-PN-HRRP,124.0,0.9758,15.8527,16.2456,18,07/01/2020,06/30/2023
ST LUKE'S MINERS MEMORIAL HOSPITAL,PA,READM-30-COPD-HRRP,,1.003,17.768,17.715,Too Few to Report,07/01/2020,06/30/2023
PENN HIGHLANDS CONNELLSVILLE,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
PENN HIGHLANDS CONNELLSVILLE,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL - HAZLETON,PA,READM-30-PN-HRRP,227.0,1.0012,15.8239,15.8051,36,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL - HAZLETON,PA,READM-30-COPD-HRRP,104.0,1.0184,17.2179,16.9068,19,07/01/2020,06/30/2023
MAIN LINE HOSPITAL LANKENAU,PA,READM-30-PN-HRRP,407.0,1.0592,18.184,17.1684,78,07/01/2020,06/30/2023
MAIN LINE HOSPITAL LANKENAU,PA,READM-30-COPD-HRRP,101.0,1.0045,17.5518,17.4737,18,07/01/2020,06/30/2023
MILLCREEK COMMUNITY HOSPITAL,PA,READM-30-PN-HRRP,,1.0121,15.0217,14.8427,Too Few to Report,07/01/2020,06/30/2023
MILLCREEK COMMUNITY HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PUNXSUTAWNEY AREA HOSPITAL,PA,READM-30-PN-HRRP,,0.9893,13.6793,13.8275,Too Few to Report,07/01/2020,06/30/2023
PUNXSUTAWNEY AREA HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL - POCONO,PA,READM-30-PN-HRRP,303.0,1.0413,16.2626,15.6176,52,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL - POCONO,PA,READM-30-COPD-HRRP,150.0,1.0878,19.2213,17.6704,34,07/01/2020,06/30/2023
DOYLESTOWN HOSPITAL,PA,READM-30-PN-HRRP,543.0,0.9702,15.4771,15.9532,82,07/01/2020,06/30/2023
DOYLESTOWN HOSPITAL,PA,READM-30-COPD-HRRP,188.0,0.9934,18.8378,18.9636,35,07/01/2020,06/30/2023
NAZARETH HOSPITAL,PA,READM-30-PN-HRRP,203.0,1.0034,18.6023,18.5398,38,07/01/2020,06/30/2023
NAZARETH HOSPITAL,PA,READM-30-COPD-HRRP,88.0,1.0666,23.5107,22.0425,25,07/01/2020,06/30/2023
SHARON REGIONAL HEALTH SYSTEM,PA,READM-30-PN-HRRP,116.0,0.9979,16.5012,16.5355,19,07/01/2020,06/30/2023
SHARON REGIONAL HEALTH SYSTEM,PA,READM-30-COPD-HRRP,,0.9933,16.1493,16.2582,Too Few to Report,07/01/2020,06/30/2023
EXCELA HEALTH - FRICK HOSPITAL,PA,READM-30-PN-HRRP,77.0,0.9714,16.8492,17.345,11,07/01/2020,06/30/2023
EXCELA HEALTH - FRICK HOSPITAL,PA,READM-30-COPD-HRRP,,1.0219,22.3212,21.8429,Too Few to Report,07/01/2020,06/30/2023
EXCELA HEALTH LATROBE HOSPITAL,PA,READM-30-PN-HRRP,171.0,0.9952,17.7404,17.8265,30,07/01/2020,06/30/2023
EXCELA HEALTH LATROBE HOSPITAL,PA,READM-30-COPD-HRRP,,0.9662,18.6535,19.3056,Too Few to Report,07/01/2020,06/30/2023
RIDDLE MEMORIAL HOSPITAL,PA,READM-30-PN-HRRP,532.0,0.9206,13.8084,14.9988,68,07/01/2020,06/30/2023
RIDDLE MEMORIAL HOSPITAL,PA,READM-30-COPD-HRRP,136.0,0.9768,17.217,17.6254,22,07/01/2020,06/30/2023
PENN PRESBYTERIAN MEDICAL CENTER,PA,READM-30-PN-HRRP,101.0,1.0669,19.2765,18.0672,24,07/01/2020,06/30/2023
PENN PRESBYTERIAN MEDICAL CENTER,PA,READM-30-COPD-HRRP,107.0,1.036,19.401,18.7262,23,07/01/2020,06/30/2023
WELLSPAN EPHRATA COMMUNITY HOSPITAL,PA,READM-30-PN-HRRP,112.0,1.0031,14.9932,14.9465,17,07/01/2020,06/30/2023
WELLSPAN EPHRATA COMMUNITY HOSPITAL,PA,READM-30-COPD-HRRP,,0.9738,18.6532,19.156,Too Few to Report,07/01/2020,06/30/2023
PENNSYLVANIA HOSPITAL,PA,READM-30-PN-HRRP,136.0,1.0661,17.3768,16.2989,28,07/01/2020,06/30/2023
PENNSYLVANIA HOSPITAL,PA,READM-30-COPD-HRRP,94.0,1.0209,19.8902,19.4825,20,07/01/2020,06/30/2023
ST CLAIR HOSPITAL,PA,READM-30-PN-HRRP,417.0,0.9525,14.2005,14.9083,56,07/01/2020,06/30/2023
ST CLAIR HOSPITAL,PA,READM-30-COPD-HRRP,84.0,1.035,15.4399,14.9171,15,07/01/2020,06/30/2023
ABINGTON MEMORIAL HOSPITAL,PA,READM-30-PN-HRRP,759.0,1.1645,17.8682,15.3446,146,07/01/2020,06/30/2023
ABINGTON MEMORIAL HOSPITAL,PA,READM-30-COPD-HRRP,270.0,0.9698,17.361,17.9024,45,07/01/2020,06/30/2023
UPMC HANOVER,PA,READM-30-PN-HRRP,364.0,1.0329,15.6143,15.1167,59,07/01/2020,06/30/2023
UPMC HANOVER,PA,READM-30-COPD-HRRP,129.0,0.9464,16.5195,17.4551,18,07/01/2020,06/30/2023
REGIONAL HOSPITAL OF SCRANTON,PA,READM-30-PN-HRRP,488.0,1.0468,16.9807,16.2218,86,07/01/2020,06/30/2023
REGIONAL HOSPITAL OF SCRANTON,PA,READM-30-COPD-HRRP,122.0,0.9381,17.1429,18.2741,17,07/01/2020,06/30/2023
MILTON S HERSHEY MEDICAL CENTER,PA,READM-30-PN-HRRP,255.0,1.0397,17.3902,16.7257,47,07/01/2020,06/30/2023
MILTON S HERSHEY MEDICAL CENTER,PA,READM-30-COPD-HRRP,145.0,0.9323,18.9089,20.2811,23,07/01/2020,06/30/2023
ST MARY MEDICAL CENTER,PA,READM-30-PN-HRRP,681.0,0.9434,15.1134,16.0209,99,07/01/2020,06/30/2023
ST MARY MEDICAL CENTER,PA,READM-30-COPD-HRRP,215.0,1.1927,22.665,19.0038,60,07/01/2020,06/30/2023
JEFFERSON HOSPITAL,PA,READM-30-PN-HRRP,244.0,0.957,15.9783,16.696,36,07/01/2020,06/30/2023
JEFFERSON HOSPITAL,PA,READM-30-COPD-HRRP,97.0,0.9942,16.8557,16.9539,16,07/01/2020,06/30/2023
GROVE CITY MEDICAL CENTER,PA,READM-30-PN-HRRP,,0.9818,15.2515,15.5347,Too Few to Report,07/01/2020,06/30/2023
GROVE CITY MEDICAL CENTER,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
FORBES HOSPITAL,PA,READM-30-PN-HRRP,223.0,1.0283,16.1959,15.7504,38,07/01/2020,06/30/2023
FORBES HOSPITAL,PA,READM-30-COPD-HRRP,60.0,1.0716,19.5824,18.2741,16,07/01/2020,06/30/2023
MOUNT NITTANY MEDICAL CENTER,PA,READM-30-PN-HRRP,291.0,0.9521,14.8722,15.6196,40,07/01/2020,06/30/2023
MOUNT NITTANY MEDICAL CENTER,PA,READM-30-COPD-HRRP,104.0,0.9968,17.4921,17.5477,18,07/01/2020,06/30/2023
GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,READM-30-PN-HRRP,488.0,1.0627,18.3965,17.3106,94,07/01/2020,06/30/2023
GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,READM-30-COPD-HRRP,220.0,0.9798,19.6787,20.0838,42,07/01/2020,06/30/2023
VALLEY FORGE MEDICAL CENTER,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
VALLEY FORGE MEDICAL CENTER,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
EAGLEVILLE HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
EAGLEVILLE HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ROXBOROUGH MEMORIAL HOSPITAL,PA,READM-30-PN-HRRP,89.0,0.9714,18.012,18.5425,14,07/01/2020,06/30/2023
ROXBOROUGH MEMORIAL HOSPITAL,PA,READM-30-COPD-HRRP,,1.0151,23.9942,23.6367,Too Few to Report,07/01/2020,06/30/2023
EDGEWOOD SURGICAL HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
EDGEWOOD SURGICAL HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
SURGICAL INSTITUTE OF READING,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
SURGICAL INSTITUTE OF READING,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ADVANCED SURGICAL HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
ADVANCED SURGICAL HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PHYSICIANS CARE SURGICAL HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
PHYSICIANS CARE SURGICAL HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
OSS ORTHOPAEDIC HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
OSS ORTHOPAEDIC HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - ANDERSON CAMPUS,PA,READM-30-PN-HRRP,382.0,0.9898,15.6266,15.7884,59,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - ANDERSON CAMPUS,PA,READM-30-COPD-HRRP,117.0,1.0378,17.7536,17.1071,23,07/01/2020,06/30/2023
WELLSPAN SURGERY AND REHABILITATION HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
WELLSPAN SURGERY AND REHABILITATION HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
UPMC EAST,PA,READM-30-PN-HRRP,177.0,0.9907,18.4534,18.6271,32,07/01/2020,06/30/2023
UPMC EAST,PA,READM-30-COPD-HRRP,,0.9812,17.9065,18.25,Too Few to Report,07/01/2020,06/30/2023
JEFFERSON EINSTEIN MONTGOMERY HOSPITAL,PA,READM-30-PN-HRRP,264.0,1.0462,17.7546,16.9709,50,07/01/2020,06/30/2023
JEFFERSON EINSTEIN MONTGOMERY HOSPITAL,PA,READM-30-COPD-HRRP,145.0,1.0136,17.3672,17.1345,26,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - MONROE CAMPUS,PA,READM-30-PN-HRRP,249.0,0.9961,16.5741,16.6396,41,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - MONROE CAMPUS,PA,READM-30-COPD-HRRP,137.0,1.185,21.4624,18.1112,40,07/01/2020,06/30/2023
WILLS EYE HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
WILLS EYE HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
GEISINGER ST. LUKE'S  HOSPITAL,PA,READM-30-PN-HRRP,157.0,1.0686,17.5019,16.3781,32,07/01/2020,06/30/2023
GEISINGER ST. LUKE'S  HOSPITAL,PA,READM-30-COPD-HRRP,,0.9891,18.0706,18.2691,Too Few to Report,07/01/2020,06/30/2023
"AHN EMERUS WESTMORELAND, LLC",PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
"AHN EMERUS WESTMORELAND, LLC",PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
AHN WEXFORD HOSPITAL,PA,READM-30-PN-HRRP,89.0,0.967,14.8914,15.3999,11,07/01/2020,06/30/2023
AHN WEXFORD HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - CARBON CAMPUS,PA,READM-30-PN-HRRP,100.0,1.0071,15.5239,15.4142,16,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL - CARBON CAMPUS,PA,READM-30-COPD-HRRP,46.0,1.0629,18.0722,17.0024,12,07/01/2020,06/30/2023
PENN STATE HEALTH HAMPDEN MEDICAL CENTER,PA,READM-30-PN-HRRP,58.0,1.0192,16.7554,16.44,11,07/01/2020,06/30/2023
PENN STATE HEALTH HAMPDEN MEDICAL CENTER,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
GEISINGER MEDICAL CENTER MUNCY,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
GEISINGER MEDICAL CENTER MUNCY,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL - DICKSON CITY,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL - DICKSON CITY,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PENN STATE HEALTH LANCASTER MEDICAL CENTER,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
PENN STATE HEALTH LANCASTER MEDICAL CENTER,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ROGER WILLIAMS MEDICAL CENTER,RI,READM-30-PN-HRRP,,0.9129,14.6276,16.0237,Too Few to Report,07/01/2020,06/30/2023
ROGER WILLIAMS MEDICAL CENTER,RI,READM-30-COPD-HRRP,,0.9796,18.9781,19.3725,Too Few to Report,07/01/2020,06/30/2023
OUR LADY OF FATIMA HOSPITAL,RI,READM-30-PN-HRRP,121.0,0.9673,15.063,15.5728,16,07/01/2020,06/30/2023
OUR LADY OF FATIMA HOSPITAL,RI,READM-30-COPD-HRRP,,0.9911,16.7542,16.9054,Too Few to Report,07/01/2020,06/30/2023
NEWPORT HOSPITAL,RI,READM-30-PN-HRRP,154.0,0.9857,13.5972,13.7949,20,07/01/2020,06/30/2023
NEWPORT HOSPITAL,RI,READM-30-COPD-HRRP,,0.9524,16.5963,17.4263,Too Few to Report,07/01/2020,06/30/2023
RHODE ISLAND HOSPITAL,RI,READM-30-PN-HRRP,346.0,1.0317,17.0163,16.4937,61,07/01/2020,06/30/2023
RHODE ISLAND HOSPITAL,RI,READM-30-COPD-HRRP,116.0,0.9721,19.6489,20.2138,21,07/01/2020,06/30/2023
SOUTH COUNTY HOSPITAL INC,RI,READM-30-PN-HRRP,224.0,1.0284,15.6829,15.2503,37,07/01/2020,06/30/2023
SOUTH COUNTY HOSPITAL INC,RI,READM-30-COPD-HRRP,108.0,0.9905,16.2737,16.4299,17,07/01/2020,06/30/2023
KENT COUNTY MEMORIAL HOSPITAL,RI,READM-30-PN-HRRP,379.0,0.91,14.3296,15.7466,48,07/01/2020,06/30/2023
KENT COUNTY MEMORIAL HOSPITAL,RI,READM-30-COPD-HRRP,224.0,1.2048,23.2126,19.2665,64,07/01/2020,06/30/2023
WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,RI,READM-30-PN-HRRP,0.0,,,,,07/01/2020,06/30/2023
WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,RI,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
LANDMARK MEDICAL CENTER,RI,READM-30-PN-HRRP,183.0,1.0515,18.3171,17.4207,37,07/01/2020,06/30/2023
LANDMARK MEDICAL CENTER,RI,READM-30-COPD-HRRP,50.0,1.0779,18.7075,17.3558,14,07/01/2020,06/30/2023
THE MIRIAM HOSPITAL,RI,READM-30-PN-HRRP,447.0,0.9413,14.0909,14.97,59,07/01/2020,06/30/2023
THE MIRIAM HOSPITAL,RI,READM-30-COPD-HRRP,155.0,1.1127,20.2159,18.1686,38,07/01/2020,06/30/2023
WESTERLY HOSPITAL,RI,READM-30-PN-HRRP,195.0,0.9264,12.7914,13.8078,20,07/01/2020,06/30/2023
WESTERLY HOSPITAL,RI,READM-30-COPD-HRRP,,0.9989,17.9244,17.9435,Too Few to Report,07/01/2020,06/30/2023
PIEDMONT MEDICAL CENTER,SC,READM-30-PN-HRRP,478.0,0.9731,14.6033,15.0074,68,07/01/2020,06/30/2023
PIEDMONT MEDICAL CENTER,SC,READM-30-COPD-HRRP,106.0,1.0467,19.029,18.1793,23,07/01/2020,06/30/2023
MUSC MEDICAL CENTER,SC,READM-30-PN-HRRP,333.0,0.9909,16.7031,16.8558,55,07/01/2020,06/30/2023
MUSC MEDICAL CENTER,SC,READM-30-COPD-HRRP,144.0,1.0535,21.9728,20.856,35,07/01/2020,06/30/2023
MCLEOD MEDICAL CENTER - DILLON,SC,READM-30-PN-HRRP,122.0,1.0654,16.1946,15.2006,24,07/01/2020,06/30/2023
MCLEOD MEDICAL CENTER - DILLON,SC,READM-30-COPD-HRRP,,0.9734,14.7724,15.176,Too Few to Report,07/01/2020,06/30/2023
SPARTANBURG MEDICAL CENTER,SC,READM-30-PN-HRRP,796.0,0.9388,14.0905,15.0083,108,07/01/2020,06/30/2023
SPARTANBURG MEDICAL CENTER,SC,READM-30-COPD-HRRP,283.0,0.9614,17.1018,17.7893,46,07/01/2020,06/30/2023
PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,SC,READM-30-PN-HRRP,386.0,1.0112,15.0927,14.925,59,07/01/2020,06/30/2023
PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,SC,READM-30-COPD-HRRP,112.0,1.0829,19.6971,18.1896,27,07/01/2020,06/30/2023
CAROLINA PINES REGIONAL MEDICAL CENTER,SC,READM-30-PN-HRRP,242.0,1.0816,17.2164,15.918,47,07/01/2020,06/30/2023
CAROLINA PINES REGIONAL MEDICAL CENTER,SC,READM-30-COPD-HRRP,41.0,1.0731,16.5904,15.4607,11,07/01/2020,06/30/2023
CANNON MEMORIAL HOSPITAL,SC,READM-30-PN-HRRP,,0.9539,13.4688,14.119,Too Few to Report,07/01/2020,06/30/2023
CANNON MEMORIAL HOSPITAL,SC,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PRISMA HEALTH BAPTIST EASLEY HOSPITAL,SC,READM-30-PN-HRRP,212.0,0.9295,15.0383,16.1794,27,07/01/2020,06/30/2023
PRISMA HEALTH BAPTIST EASLEY HOSPITAL,SC,READM-30-COPD-HRRP,,1.0179,18.9536,18.6203,Too Few to Report,07/01/2020,06/30/2023
PRISMA HEALTH RICHLAND HOSPITAL,SC,READM-30-PN-HRRP,291.0,1.007,17.0192,16.9013,50,07/01/2020,06/30/2023
PRISMA HEALTH RICHLAND HOSPITAL,SC,READM-30-COPD-HRRP,,0.9948,16.1049,16.1892,Too Few to Report,07/01/2020,06/30/2023
MUSC HEALTH CHESTER MEDICAL CENTER,SC,READM-30-PN-HRRP,,1.0167,16.3546,16.0866,Too Few to Report,07/01/2020,06/30/2023
MUSC HEALTH CHESTER MEDICAL CENTER,SC,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,SC,READM-30-PN-HRRP,140.0,1.033,16.2885,15.7683,25,07/01/2020,06/30/2023
TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,SC,READM-30-COPD-HRRP,,1.0096,15.7075,15.5585,Too Few to Report,07/01/2020,06/30/2023
ST FRANCIS-DOWNTOWN,SC,READM-30-PN-HRRP,598.0,0.9117,13.5565,14.8695,75,07/01/2020,06/30/2023
ST FRANCIS-DOWNTOWN,SC,READM-30-COPD-HRRP,164.0,0.9212,16.4279,17.8328,22,07/01/2020,06/30/2023
MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN,SC,READM-30-PN-HRRP,226.0,1.0435,15.9931,15.327,39,07/01/2020,06/30/2023
MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN,SC,READM-30-COPD-HRRP,,0.8923,16.3123,18.2821,Too Few to Report,07/01/2020,06/30/2023
ANMED HEALTH,SC,READM-30-PN-HRRP,756.0,1.0263,15.644,15.2436,120,07/01/2020,06/30/2023
ANMED HEALTH,SC,READM-30-COPD-HRRP,221.0,0.941,17.514,18.6118,35,07/01/2020,06/30/2023
COLLETON MEDICAL CENTER,SC,READM-30-PN-HRRP,119.0,0.9931,16.3603,16.4736,19,07/01/2020,06/30/2023
COLLETON MEDICAL CENTER,SC,READM-30-COPD-HRRP,,1.0137,19.8425,19.5746,Too Few to Report,07/01/2020,06/30/2023
PRISMA HEALTH GREER MEMORIAL HOSPITAL,SC,READM-30-PN-HRRP,158.0,0.9371,12.7764,13.6346,16,07/01/2020,06/30/2023
PRISMA HEALTH GREER MEMORIAL HOSPITAL,SC,READM-30-COPD-HRRP,,0.9723,15.2294,15.6626,Too Few to Report,07/01/2020,06/30/2023
MUSC HEALTH LANCASTER MEDICAL CENTER,SC,READM-30-PN-HRRP,123.0,0.9941,14.9506,15.0391,18,07/01/2020,06/30/2023
MUSC HEALTH LANCASTER MEDICAL CENTER,SC,READM-30-COPD-HRRP,114.0,0.987,17.3712,17.5993,19,07/01/2020,06/30/2023
PRISMA HEALTH HILLCREST HOSPITAL,SC,READM-30-PN-HRRP,,0.9228,13.4793,14.6068,Too Few to Report,07/01/2020,06/30/2023
PRISMA HEALTH HILLCREST HOSPITAL,SC,READM-30-COPD-HRRP,,0.9694,15.0131,15.4874,Too Few to Report,07/01/2020,06/30/2023
PRISMA HEALTH LAURENS COUNTY HOSPITAL,SC,READM-30-PN-HRRP,164.0,1.028,16.5459,16.0948,29,07/01/2020,06/30/2023
PRISMA HEALTH LAURENS COUNTY HOSPITAL,SC,READM-30-COPD-HRRP,52.0,1.0462,19.6261,18.759,13,07/01/2020,06/30/2023
CHEROKEE MEDICAL CENTER,SC,READM-30-PN-HRRP,75.0,1.0504,15.6496,14.8981,15,07/01/2020,06/30/2023
CHEROKEE MEDICAL CENTER,SC,READM-30-COPD-HRRP,,0.9818,18.3985,18.7399,Too Few to Report,07/01/2020,06/30/2023
KERSHAWHEALTH,SC,READM-30-PN-HRRP,140.0,0.8997,13.5353,15.0438,12,07/01/2020,06/30/2023
KERSHAWHEALTH,SC,READM-30-COPD-HRRP,66.0,1.0041,19.3038,19.2241,13,07/01/2020,06/30/2023
CONWAY MEDICAL CENTER,SC,READM-30-PN-HRRP,252.0,1.0585,14.7848,13.9681,41,07/01/2020,06/30/2023
CONWAY MEDICAL CENTER,SC,READM-30-COPD-HRRP,189.0,1.004,16.8043,16.7371,32,07/01/2020,06/30/2023
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,SC,READM-30-PN-HRRP,764.0,1.0017,16.739,16.711,128,07/01/2020,06/30/2023
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,SC,READM-30-COPD-HRRP,268.0,1.0494,20.1323,19.1843,57,07/01/2020,06/30/2023
NEWBERRY COUNTY MEMORIAL HOSPITAL,SC,READM-30-PN-HRRP,,0.9615,14.4761,15.0556,Too Few to Report,07/01/2020,06/30/2023
NEWBERRY COUNTY MEMORIAL HOSPITAL,SC,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
MUSC HEALTH MARION MEDICAL CENTER,SC,READM-30-PN-HRRP,85.0,1.0262,15.622,15.2233,15,07/01/2020,06/30/2023
MUSC HEALTH MARION MEDICAL CENTER,SC,READM-30-COPD-HRRP,,0.9974,18.6613,18.7097,Too Few to Report,07/01/2020,06/30/2023
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,SC,READM-30-PN-HRRP,276.0,0.9859,14.4705,14.6771,39,07/01/2020,06/30/2023
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,SC,READM-30-COPD-HRRP,90.0,0.9601,16.0078,16.6731,12,07/01/2020,06/30/2023
BEAUFORT COUNTY MEMORIAL HOSPITAL,SC,READM-30-PN-HRRP,251.0,1.0351,16.6004,16.0374,44,07/01/2020,06/30/2023
BEAUFORT COUNTY MEMORIAL HOSPITAL,SC,READM-30-COPD-HRRP,133.0,1.0087,16.9014,16.7549,23,07/01/2020,06/30/2023
PRISMA HEALTH TUOMEY HOSPITAL,SC,READM-30-PN-HRRP,199.0,1.0479,16.5026,15.7477,36,07/01/2020,06/30/2023
PRISMA HEALTH TUOMEY HOSPITAL,SC,READM-30-COPD-HRRP,109.0,0.9673,15.5688,16.0949,15,07/01/2020,06/30/2023
SELF REGIONAL HEALTHCARE,SC,READM-30-PN-HRRP,288.0,0.9818,14.6575,14.9294,41,07/01/2020,06/30/2023
